restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords,first_review_date,last_review_date
g1006521-d10191714,Royal Sushi,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"128 rue de la Station, 95130 Franconville France",48.99339,2.23629,Unclaimed,,#31 of 37 Restaurants in Franconville,#32 of 43 places to eat in Franconville,"Japanese, Thai",,,,"Japanese, Thai",,,N,N,N,,,,,2.5,5.0,All languages,5.0,1.0,1.0,0.0,1.0,2.0,,,,,,2020-12-21,2021-01-12
g1006521-d10191722,Sushi Concept,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"21 chaussee Jules Cesar, 95130 Franconville France",48.99468,2.24212,Claimed,,#24 of 37 Restaurants in Franconville,#25 of 43 places to eat in Franconville,"Mid-range, Japanese, Sushi, Asian",€€-€€€,,,"Japanese, Asian, Sushi",,"Takeout, Delivery",N,N,N,,,,,3.5,24.0,All languages,24.0,12.0,1.0,0.0,3.0,8.0,4.0,4.5,4.5,,,,2022-01-23
g1006521-d10200794,Pizza Modena,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"41 avenue des Marais, Franconville France",48.99559,2.22068,Unclaimed,,#19 of 37 Restaurants in Franconville,#20 of 43 places to eat in Franconville,Pizza,,,,Pizza,,,N,N,N,,,,,4.5,4.0,All languages,4.0,1.0,3.0,0.0,0.0,0.0,,,,,,2015-09-23,2017-11-19
g1006521-d10228842,Restaurant La Maison Bleue,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"3 rue de Paris, 95130 Franconville France",48.98,2.235576,Unclaimed,,#15 of 37 Restaurants in Franconville,#16 of 43 places to eat in Franconville,"Cheap Eats, European, Portuguese",€,,"Dinner, Lunch","Portuguese, European",,"Reservations, Seating, Table Service",N,N,N,,,,,4.0,25.0,All languages,25.0,9.0,11.0,4.0,0.0,1.0,5.0,4.5,5.0,,,2015-09-09,2016-07-30
g1006521-d10379499,La Mona Lisa,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"11 boulevard Maurice Berteaux, 95130 Franconville France",48.985,2.2275,Unclaimed,,#12 of 37 Restaurants in Franconville,#12 of 43 places to eat in Franconville,"Mid-range, Italian",€€-€€€,,"Lunch, Dinner",Italian,,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,,,,,4.0,51.0,All languages,51.0,14.0,22.0,10.0,3.0,2.0,4.0,4.5,4.0,,,2015-11-07,2019-07-04
g1006521-d11741405,La Cabane De Massepain,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"362 rue du General Leclerc 362 Rue du General Leclerc, 95130 Franconville France",48.990726,2.206646,Claimed,Certificate of Excellence 2018,#5 of 37 Restaurants in Franconville,#5 of 43 places to eat in Franconville,"Cheap Eats, French, Fast food, Vegetarian Friendly",€,€4-€9,,"French, Fast food","Vegetarian Friendly, Vegan Options, Gluten Free Options",,Y,Y,Y,"{""Mon"": [""09:00-20:00""], ""Tue"": [""09:00-20:00""], ""Wed"": [""09:00-20:00""], ""Thu"": [""09:00-20:00""], ""Fri"": [""09:00-20:00""], ""Sat"": [""09:00-20:00""], ""Sun"": []}",6.0,66.0,6.0,5.0,70.0,All languages,70.0,60.0,9.0,1.0,0.0,0.0,4.5,4.5,4.5,,,2021-05-24,2023-12-31
g1006521-d11960581,Pizza Hut,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"41 rue de Paris, 95130 Franconville France",48.981506,2.232147,Unclaimed,,#26 of 37 Restaurants in Franconville,#27 of 43 places to eat in Franconville,"Mid-range, Italian, Pizza",€€-€€€,,"Dinner, Lunch","Pizza, Italian",,"Takeout, Delivery, Wheelchair Accessible",N,N,N,"{""Mon"": [""11:30-15:00"", ""18:00-19:00""], ""Tue"": [""11:30-15:00"", ""18:00-19:00""], ""Wed"": [""11:30-15:00"", ""18:00-19:00""], ""Thu"": [""11:30-15:00"", ""18:00-19:00""], ""Fri"": [""11:30-15:00"", ""18:00-19:00""], ""Sat"": [""11:30-19:00""], ""Sun"": [""11:30-19:00""]}",7.0,37.5,12.0,3.0,19.0,All languages,19.0,6.0,4.0,2.0,2.0,5.0,,,,,,2014-07-01,2016-10-03
g1006521-d12182039,O'Tacos,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"41 rue de Paris, 95130 Franconville France",48.9819,2.23193,Unclaimed,,#35 of 37 Restaurants in Franconville,#36 of 43 places to eat in Franconville,Fast food,,,,Fast food,,,N,N,N,,,,,2.5,10.0,All languages,10.0,1.0,2.0,1.0,1.0,5.0,,,,,,2012-05-03,
g1006521-d13416803,Le Canotier,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"38 boulevard Rhin Et Danube, 95130 Franconville France",48.99136,2.22472,Unclaimed,,#34 of 37 Restaurants in Franconville,#35 of 43 places to eat in Franconville,,,,,,,,N,N,N,,,,,2.0,4.0,All languages,4.0,0.0,0.0,2.0,0.0,2.0,,,,,,2014-09-05,2015-04-22
g1006521-d13955038,Brooklyn Side,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"119 rue du General Leclerc, 95130 Franconville France",48.98421,2.22648,Unclaimed,,#21 of 37 Restaurants in Franconville,#22 of 43 places to eat in Franconville,"Mid-range, French",€€-€€€,,,French,,,N,N,N,,,,,5.0,2.0,All languages,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,2010-04-27,2013-08-29
g1006521-d14069612,Mangez moi,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"Centre Commercial Cadet de Vaux Centre Commercial Cadet de Vaux, 95130 Franconville France",48.98538,2.236954,Unclaimed,,#22 of 37 Restaurants in Franconville,#23 of 43 places to eat in Franconville,"Mid-range, French",€€-€€€,€6-€15,,French,,,N,N,N,,,,,4.5,2.0,All languages,2.0,1.0,1.0,0.0,0.0,0.0,,,,,,2011-06-27,2016-02-24
g1006521-d15247890,L'Atelier Pizza,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"19 rue Henri Barbusse, 95130 Franconville France",48.99449,2.23181,Claimed,,#16 of 37 Restaurants in Franconville,#17 of 43 places to eat in Franconville,"Mid-range, Italian, Pizza, Fast food",€€-€€€,€10-€16,"Lunch, Dinner","Pizza, Fast food, Italian",,,N,N,N,"{""Mon"": [], ""Tue"": [""11:30-14:30"", ""18:30-22:30""], ""Wed"": [""11:30-14:30"", ""18:30-22:30""], ""Thu"": [""11:30-14:30"", ""18:30-22:30""], ""Fri"": [""18:30-22:30""], ""Sat"": [""11:30-14:30"", ""18:30-22:30""], ""Sun"": [""18:30-22:30""]}",6.0,36.0,10.0,5.0,7.0,English,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,2014-03-25
g1006521-d15422913,Restaurant sous marin Pacific,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"368 rue du General Leclerc, 95130 Franconville France",48.990154,2.205322,Claimed,,#23 of 37 Restaurants in Franconville,#24 of 43 places to eat in Franconville,"Mid-range, French, Vietnamese",€€-€€€,€12-€25,"Lunch, Dinner, After-hours, Drinks","French, Vietnamese",,,N,N,N,"{""Mon"": [""12:00-14:30"", ""19:00-22:30""], ""Tue"": [""12:00-14:30"", ""19:00-22:30""], ""Wed"": [""12:00-14:30"", ""19:00-22:30""], ""Thu"": [""12:00-14:30"", ""19:00-22:30""], ""Fri"": [""12:00-14:30"", ""19:00-23:00""], ""Sat"": [""12:00-15:00"", ""19:00-23:00""], ""Sun"": [""12:00-15:00"", ""19:00-23:00""]}",7.0,44.5,14.0,3.0,154.0,English,2.0,2.0,0.0,0.0,0.0,0.0,3.5,3.5,3.5,,,2020-10-19,2023-12-31
g1006521-d17711768,Karibbean Truck,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"91 B rue de la Station, 95130 Franconville France",48.99471,2.23731,Unclaimed,,#17 of 37 Restaurants in Franconville,#18 of 43 places to eat in Franconville,Cheap Eats,€,,,,,,N,N,N,,,,,4.5,4.0,All languages,4.0,2.0,2.0,0.0,0.0,0.0,,,,,,2020-02-10,2023-12-31
g1006521-d17849089,Legno Pizza,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"4 allee Georges Bizet, 95130 Franconville France",48.98488,2.22838,Claimed,,,,"Mid-range, Pizza",€€-€€€,€13-€18,Dinner,Pizza,,,N,N,N,"{""Mon"": [""18:00-23:00""], ""Tue"": [""18:00-23:00""], ""Wed"": [""18:00-23:00""], ""Thu"": [""18:00-23:00""], ""Fri"": [""18:00-23:00""], ""Sat"": [""18:00-23:00""], ""Sun"": [""18:00-23:00""]}",7.0,35.0,7.0,,,,,,,,,,,,,,,2019-10-02,2023-12-31
g1006521-d18900779,Bchef,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"395 rue du General Leclerc Quai des marques, 95130 Franconville France",48.98886,2.20661,Claimed,,#30 of 37 Restaurants in Franconville,#31 of 43 places to eat in Franconville,Cheap Eats,€,,"Lunch, Dinner",,,,N,N,N,"{""Mon"": [""10:00-20:00""], ""Tue"": [""10:00-20:00""], ""Wed"": [""10:00-20:00""], ""Thu"": [""10:00-20:00""], ""Fri"": [""10:00-20:00""], ""Sat"": [""10:00-20:00""], ""Sun"": []}",6.0,60.0,6.0,3.0,5.0,All languages,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,2016-06-19,2016-12-11
g1006521-d18961422,Crêperie Ravel,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"3 Place Maurice Ravel, 95130 Franconville France",48.985497,2.22882,Claimed,,#13 of 37 Restaurants in Franconville,#13 of 43 places to eat in Franconville,"Mid-range, French, Cajun & Creole",€€-€€€,€10-€20,"Lunch, Dinner","French, Cajun & Creole",,,N,N,N,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-21:30""], ""Wed"": [""12:00-14:00"", ""19:00-21:30""], ""Thu"": [""12:00-14:00"", ""19:00-21:30""], ""Fri"": [""12:00-14:00"", ""19:00-21:30""], ""Sat"": [""12:00-14:00"", ""19:00-21:30""], ""Sun"": []}",5.0,22.5,10.0,5.0,9.0,All languages,9.0,7.0,2.0,0.0,0.0,0.0,,,,,,2020-01-14,2022-09-06
g1006521-d19383726,Le Gizeh,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"119 rue du General Leclerc, 95130 Franconville France",48.98421,2.22648,Unclaimed,,#25 of 37 Restaurants in Franconville,#26 of 43 places to eat in Franconville,,,,,,,Reservations,N,N,N,,,,,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,2012-04-04,2013-05-29
g1006521-d21074727,Five Guys,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"326 Rue du Gal Leclerc, 95130 Franconville France",48.98858,2.208631,Unclaimed,,#32 of 37 Restaurants in Franconville,#33 of 43 places to eat in Franconville,"Mid-range, Fast food",€€-€€€,,"Lunch, Dinner",Fast food,,,N,N,N,"{""Mon"": [""11:00-18:00""], ""Tue"": [""11:00-18:00""], ""Wed"": [""11:00-18:00""], ""Thu"": [""11:00-18:00""], ""Fri"": [""11:00-18:00""], ""Sat"": [""11:00-18:00""], ""Sun"": [""11:00-18:00""]}",7.0,49.0,7.0,3.0,17.0,All languages,17.0,1.0,6.0,2.0,5.0,3.0,,,,,,2022-08-09,2023-12-31
g1006521-d21212671,It Trattoria,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"326 rue du General Leclerc, 95130 Franconville France",48.990612,2.224762,Unclaimed,,#20 of 37 Restaurants in Franconville,#21 of 43 places to eat in Franconville,"Mid-range, Italian",€€-€€€,€4-€11,"Lunch, Dinner",Italian,,,N,N,N,"{""Mon"": [""11:00-22:30""], ""Tue"": [""11:00-22:30""], ""Wed"": [""11:00-22:30""], ""Thu"": [""11:00-22:30""], ""Fri"": [""11:00-22:30""], ""Sat"": [""11:00-22:30""], ""Sun"": [""11:00-22:30""]}",7.0,80.5,7.0,3.5,6.0,All languages,6.0,3.0,0.0,2.0,0.0,1.0,,,,,,2017-01-05,2021-11-12
g1006521-d21265976,Italian Trattoria,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"326 Rue du Général Leclerc, 95130 Franconville Ce restaurant Italien est situé juste à côté de Five Guys, en face de Cultura., 95130 Franconville France",,,Unclaimed,,#27 of 37 Restaurants in Franconville,#28 of 43 places to eat in Franconville,"Italian, Northern-Italian, Central-Italian, Southern-Italian",,,"Lunch, Dinner","Italian, Northern-Italian, Central-Italian, Southern-Italian",,,N,N,N,"{""Mon"": [""11:00-22:30""], ""Tue"": [""11:00-22:30""], ""Wed"": [""11:00-22:30""], ""Thu"": [""11:00-22:30""], ""Fri"": [""11:00-22:30""], ""Sat"": [""11:00-22:30""], ""Sun"": [""11:00-22:30""]}",7.0,80.5,7.0,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,2023-02-17,2023-12-31
g1006521-d21341501,Thaï street food,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"9 Rue Philippe Séguin - Cellule 706, 95130 Franconville France",48.99891,2.23405,Unclaimed,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,2016-12-17,2021-06-25
g1006521-d3171132,Le petit prince de l'inde,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"10 rue Maurice Dalesme, 95130 Franconville France",48.99267,2.236681,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#10 of 37 Restaurants in Franconville,#10 of 43 places to eat in Franconville,"Mid-range, Indian, Middle Eastern, Pakistani",€€-€€€,,"Lunch, Dinner, After-hours","Indian, Middle Eastern, Pakistani","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [], ""Tue"": [""12:00-14:00"", ""19:00-23:00""], ""Wed"": [""12:00-14:00"", ""19:00-23:00""], ""Thu"": [""12:00-14:00"", ""19:00-23:00""], ""Fri"": [""12:00-14:00"", ""19:00-23:00""], ""Sat"": [""12:00-14:00"", ""19:00-23:00""], ""Sun"": [""12:00-14:00"", ""19:00-23:00""]}",6.0,36.0,12.0,4.0,135.0,English,4.0,4.0,0.0,0.0,0.0,0.0,4.5,4.5,4.0,4.5,,2019-09-30,2019-10-30
g1006521-d3808907,Tablapizza,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"346 rue du General Leclerc, 95130 Franconville France",48.98917,2.206767,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#3 of 37 Restaurants in Franconville,#3 of 43 places to eat in Franconville,"Mid-range, Italian, Pizza, Vegetarian Friendly",€€-€€€,€10-€20,,"Italian, Pizza","Vegetarian Friendly, Vegan Options",,Y,Y,N,"{""Mon"": [""11:45-15:30"", ""18:30-22:30""], ""Tue"": [""11:45-15:30"", ""18:30-22:30""], ""Wed"": [""11:45-15:30"", ""18:30-22:30""], ""Thu"": [""11:45-15:30"", ""18:30-22:30""], ""Fri"": [""11:45-15:30"", ""18:30-23:30""], ""Sat"": [""11:45-23:30""], ""Sun"": [""11:45-22:30""]}",7.0,62.25,12.0,4.0,428.0,All languages,428.0,215.0,123.0,37.0,34.0,19.0,4.0,4.0,4.0,4.0,,2016-12-08,2017-11-28
g1006521-d4686000,Au Bonheur,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"61 rue de Paris, 95130 Franconville France",48.982944,2.230261,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#4 of 37 Restaurants in Franconville,#4 of 43 places to eat in Franconville,"Cheap Eats, Chinese, Asian, Thai",€,,"Lunch, Dinner","Chinese, Asian, Vietnamese, Thai",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-14:00"", ""19:00-22:00""], ""Tue"": [""12:00-14:00"", ""19:00-22:00""], ""Wed"": [""12:00-14:00"", ""19:00-22:00""], ""Thu"": [""12:00-14:00"", ""19:00-22:00""], ""Fri"": [""12:00-14:00"", ""19:00-22:00""], ""Sat"": [""12:00-14:00"", ""19:00-22:00""], ""Sun"": []}",6.0,30.0,12.0,4.5,167.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.5,4.0,4.5,4.0,,2012-04-29,2015-10-16
g1006521-d4719350,Au Bureau,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"Rue Andre Citroen, 95130 Franconville France",48.990955,2.207603,Claimed,Certificate of Excellence 2019,#7 of 37 Restaurants in Franconville,#7 of 43 places to eat in Franconville,"Mid-range, French, American, Pub",€€-€€€,,"Lunch, Dinner, After-hours","French, American, Pub",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:00-01:00""], ""Tue"": [""11:00-01:00""], ""Wed"": [""11:00-01:00""], ""Thu"": [""11:00-01:00""], ""Fri"": [""11:00-02:00""], ""Sat"": [""11:00-02:00""], ""Sun"": [""11:00-01:00""]}",7.0,100.0,7.0,4.0,554.0,All languages,554.0,200.0,179.0,98.0,29.0,48.0,3.5,4.0,3.5,3.5,,2015-05-02,2017-01-22
g1006521-d5281582,Hippopotamus Franconville,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"326 rue du General Leclerc, 95130 Franconville France",48.98875,2.20778,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2017",#2 of 37 Restaurants in Franconville,#2 of 43 places to eat in Franconville,"Mid-range, French, Steakhouse, Grill",€€-€€€,€15-€25,,"French, Steakhouse, Healthy, Grill",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""11:45-22:30""], ""Tue"": [""11:45-22:30""], ""Wed"": [""11:45-22:30""], ""Thu"": [""11:45-22:30""], ""Fri"": [""11:45-23:00""], ""Sat"": [""11:45-23:00""], ""Sun"": [""11:45-22:30""]}",7.0,76.25,7.0,4.5,159.0,All languages,159.0,114.0,37.0,3.0,0.0,5.0,4.5,4.5,4.0,,,2013-05-05,2016-05-09
g1006521-d5796766,The Sun Dream Franconville,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"42 rue de Paris, 95130 Franconville France",48.98224,2.23198,Unclaimed,,,,,,,Dinner,,,,N,N,N,"{""Mon"": [""18:00-23:00""], ""Tue"": [""18:00-23:00""], ""Wed"": [""18:00-23:00""], ""Thu"": [""18:00-23:00""], ""Fri"": [""18:00-02:00""], ""Sat"": [""18:00-02:00""], ""Sun"": [""18:00-23:00""]}",7.0,41.0,7.0,,,,,,,,,,,,,,,2014-03-22,2018-05-07
g1006521-d5969408,Au Bon Coin Chez Pierre,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"154 rue du Plessis Bouchard, 95130 Franconville France",48.99533,2.23186,Unclaimed,,#18 of 37 Restaurants in Franconville,#19 of 43 places to eat in Franconville,"Cheap Eats, Cafe",€,,,Cafe,,,N,N,N,,,,,4.5,6.0,All languages,6.0,3.0,3.0,0.0,0.0,0.0,,,,,,2019-07-28,2021-07-04
g1006521-d6416638,Buffalo Grill,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"360 rue du General Leclerc, 95130 Franconville France",48.989437,2.205686,Claimed,,#33 of 37 Restaurants in Franconville,#34 of 43 places to eat in Franconville,"Mid-range, French, American, British",€€-€€€,,"Lunch, Dinner","French, American, British",,"Reservations, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Validated Parking, Table Service",N,N,N,"{""Mon"": [""11:30-13:45"", ""18:00-21:45""], ""Tue"": [""11:30-13:45"", ""18:00-21:45""], ""Wed"": [""11:30-13:45"", ""18:00-21:45""], ""Thu"": [""11:30-13:45"", ""18:00-21:45""], ""Fri"": [""11:30-13:45"", ""18:00-21:45""], ""Sat"": [""11:30-13:45"", ""18:00-21:45""], ""Sun"": [""11:30-13:45"", ""18:00-21:45""]}",7.0,42.0,14.0,3.0,138.0,English,2.0,0.0,0.0,1.0,1.0,0.0,3.5,3.0,3.5,4.0,,,2022-06-19
g1006521-d6434206,Flunch,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"399 rue du General Leclerc Route Nationale 14, 95130 Franconville France",48.98953,2.204733,Claimed,,#2 of 2 Quick Bites in Franconville,#37 of 43 places to eat in Franconville,"Cheap Eats, Quick Bites, French",€,€11-€20,"Lunch, Dinner",French,,,N,N,N,"{""Mon"": [""11:30-14:30""], ""Tue"": [""11:30-14:30""], ""Wed"": [""11:30-14:30""], ""Thu"": [""11:30-14:30""], ""Fri"": [""11:30-14:30""], ""Sat"": [""11:30-18:00""], ""Sun"": [""11:30-18:00""]}",7.0,28.0,7.0,2.5,74.0,English,1.0,0.0,1.0,0.0,0.0,0.0,2.5,3.0,3.0,2.0,,2018-07-01,2019-10-31
g1006521-d6539439,Nouveau Tokyo Sakura,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"Nouveau Tokyo Sakura, 95130 Franconville France",48.98365,2.22911,Unclaimed,,#29 of 37 Restaurants in Franconville,#30 of 43 places to eat in Franconville,"Mid-range, Japanese, Vegetarian Friendly",€€-€€€,,Dinner,Japanese,Vegetarian Friendly,,Y,N,N,,,,,3.0,21.0,All languages,21.0,4.0,6.0,4.0,2.0,5.0,3.5,3.5,3.5,,,2015-01-24,2019-03-14
g1006521-d6700284,Ker Noem,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"189 chaussee Jules Cesar, 95130 Franconville France",49.00281,2.21707,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2016",#9 of 37 Restaurants in Franconville,#9 of 43 places to eat in Franconville,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""11:30-14:00""], ""Wed"": [""11:30-14:00""], ""Thu"": [""11:30-14:00""], ""Fri"": [""11:30-14:00"", ""19:00-20:30""], ""Sat"": [""12:00-14:00""], ""Sun"": []}",5.0,13.5,6.0,4.0,79.0,All languages,79.0,34.0,31.0,7.0,4.0,3.0,4.0,4.5,4.0,3.5,,2023-06-07,
g1006521-d7075911,Pizza Remy,"[""Europe"", ""France"", ""Ile-de-France"", ""Val-d'Oise"", ""Franconville""]",France,Ile-de-France,Val-d'Oise,Franconville,"97 chaussee Jules Cesar, 95130 Franconville France",48.99727,2.23406,Claimed,,#8 of 37 Restaurants in Franconville,#8 of 43 places to eat in Franconville,"Cheap Eats, Italian, Pizza",€,,Dinner,"Pizza, Italian",,"Takeout, Wheelchair Accessible",N,N,N,"{""Mon"": [], ""Tue"": [""18:00-21:30""], ""Wed"": [""18:00-21:30""], ""Thu"": [""18:00-21:30""], ""Fri"": [""18:00-21:30""], ""Sat"": [""18:00-21:30""], ""Sun"": [""18:00-21:30""]}",6.0,21.0,6.0,5.0,46.0,All languages,46.0,37.0,8.0,1.0,0.0,0.0,5.0,4.5,5.0,,,2011-03-25,2016-01-28
